Name,Sex,Team,NOC,Year,City,Type,Sport,Event,Medal,Sport ID,Type.1
Britta Heidemann,F,Germany,GER,2012,London,Weapon Sports,Fencing,"Fencing Women's epee, Individual",Silver,32,Weapon Sports
Gnther Heidemann,M,Germany,GER,1952,Helsinki,Combat Sports,Boxing,Boxing Men's Welterweight,Bronze,13,Combat Sports
Jerme Heidenreich,M,United States,USA,1972,Munich,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Silver,61,Water Sports
Jerme Heidenreich,M,United States,USA,1972,Munich,Water Sports,Swimming,Swimming Men's 100 metres Butterfly,Bronze,61,Water Sports
Betty Heidler,F,Germany,GER,2012,London,Athletics,Athletics,Athletics Women's Hammer Throw,Bronze,7,Athletics
Tor Heiestad,M,Norway,NOR,1988,Seoul,Weapon Sports,Shooting,"Shooting Men's Running Target, 50 metres",Gold,56,Weapon Sports
Irma Heijting-schuhmacher,F,Netherlands,NED,1948,London,Water Sports,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,61,Water Sports
Irma Heijting-schuhmacher,F,Netherlands,NED,1952,Helsinki,Water Sports,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,61,Water Sports
Erik Heil,M,Germany,GER,2016,Rio de Janeiro,Other Traditional Sports,Sailing,Sailing Men's Skiff,Bronze,55,Other Traditional Sports
Hellfried Heilfort,M,East Germany,GDR,1980,Moskva,Weapon Sports,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",Silver,56,Weapon Sports
Claudia Heill,F,Austria,AUT,2004,Athina,Combat Sports,Judo,Judo Women's Half-Middleweight,Silver,41,Combat Sports
John Hein,M,United States,USA,1904,St. Louis,Combat Sports,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Silver,73,Combat Sports
Karl Hein,M,Germany,GER,1936,Berlin,Athletics,Athletics,Athletics Men's Hammer Throw,Gold,7,Athletics
Judith Heine,F,Germany,GER,1960,Roma,Athletics,Athletics,Athletics Women's 200 metres,Silver,7,Athletics
Birgit (richter-),F,East Germany,GDR,1980,Moskva,Team Ball Sports,Handball,Handball Women's Handball,Bronze,37,Team Ball Sports
Roy Heiner,M,Netherlands,NED,1996,Atlanta,Other Traditional Sports,Sailing,Sailing Men's One Person Dinghy,Bronze,55,Other Traditional Sports
Helmut Heinhold,M,Germany,GER,1952,Helsinki,Water Sports,Rowing,Rowing Men's Coxed Pairs,Silver,52,Water Sports
Christina (-schiffner),F,East Germany,GDR,1972,Munich,Athletics,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,7,Athletics
Harald Heinke,M,East Germany,GDR,1980,Moskva,Combat Sports,Judo,Judo Men's Half-Middleweight,Bronze,41,Combat Sports
Raimo Heinonen,M,Finland,FIN,1956,Melbourne,Gymnastics,Gymnastics,Gymnastics Men's Team All-Around,Bronze,36,Gymnastics
Ignace Heinrich,M,France,FRA,1948,London,Athletics,Athletics,Athletics Men's Decathlon,Silver,7,Athletics
Zuzana Hejnov,F,Czech Republic,CZE,2012,London,Athletics,Athletics,Athletics Women's 400 metres Hurdles,Bronze,7,Athletics
Kurt Helbig,M,Germany,GER,1928,Amsterdam,Endurance Sports,Weightlifting,Weightlifting Men's Lightweight,Gold,72,Endurance Sports
Karl-Heinz Helbing,M,West Germany,FRG,1976,Montreal,Combat Sports,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,73,Combat Sports
Franois Heldenstein,M,Luxembourg,LUX,1924,Paris,Artistic Sports,Art Competitions,Art Competitions Mixed Sculpturing,Silver,4,Artistic Sports
Albert (thorvaldsen-),M,Norway,NOR,1908,London,Weapon Sports,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold,56,Weapon Sports
Albert (thorvaldsen-),M,Norway,NOR,1912,Stockholm,Weapon Sports,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver,56,Weapon Sports
Albert (thorvaldsen-),M,Norway,NOR,1920,Antwerpen,Weapon Sports,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Silver,56,Weapon Sports
Albert (thorvaldsen-),M,Norway,NOR,1920,Antwerpen,Weapon Sports,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Silver,56,Weapon Sports
Albert (thorvaldsen-),M,Norway,NOR,1920,Antwerpen,Weapon Sports,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Bronze,56,Weapon Sports
Lars Helgstrand,M,Don Schufro,DEN,2008,Beijing,Equestrian,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze,31,Equestrian
Henri Helle,M,France,FRA,1900,Paris,Weapon Sports,Archery,"Archery Men's Au Chapelet, 50 metres",Silver,3,Weapon Sports
Tia Haver-),F,Belgium,BEL,2008,Beijing,Athletics,Athletics,Athletics Women's High Jump,Gold,7,Athletics
Jaroslav Hellebrand,M,Czechoslovakia,TCH,1976,Montreal,Water Sports,Rowing,Rowing Men's Quadruple Sculls,Bronze,52,Water Sports
Greta Hellemans,F,Netherlands,NED,1984,Los Angeles,Water Sports,Rowing,Rowing Women's Double Sculls,Silver,52,Water Sports
Russell Hellickson,M,United States,USA,1976,Montreal,Combat Sports,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver,73,Combat Sports
David Helliwell,M,Canada,CAN,1956,Melbourne,Water Sports,Rowing,Rowing Men's Coxed Eights,Silver,52,Water Sports
Martina (opitz-),F,East Germany,GDR,1988,Seoul,Athletics,Athletics,Athletics Women's Discus Throw,Gold,7,Athletics
Nils Hellsten,M,Sweden,SWE,1924,Paris,Weapon Sports,Fencing,"Fencing Men's epee, Individual",Bronze,32,Weapon Sports
Voitto Hellstn,M,Finland,FIN,1956,Melbourne,Athletics,Athletics,Athletics Men's 400 metres,Bronze,7,Athletics
Carl Hellstrm,M,Vinga-1,SWE,1908,London,Other Traditional Sports,Sailing,Sailing Mixed 8 metres,Silver,55,Other Traditional Sports
Kristian Hellstrm,M,Sweden,SWE,1906,Athina,Athletics,Athletics,"Athletics Men's 1,500 metres",Bronze,7,Athletics
Mathew Helm,M,Australia,AUS,2004,Athina,Water Sports,Diving,Diving Men's Platform,Silver,29,Water Sports
Mathew Helm,M,Australia,AUS,2004,Athina,Water Sports,Diving,Diving Men's Synchronized Platform,Bronze,29,Water Sports
Rdiger Helm,M,East Germany,GDR,1976,Montreal,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Bronze,17,Water Sports
Rdiger Helm,M,East Germany,GDR,1976,Montreal,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,17,Water Sports
Rdiger Helm,M,East Germany,GDR,1980,Moskva,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,17,Water Sports
Rdiger Helm,M,East Germany,GDR,1980,Moskva,Water Sports,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Bronze,17,Water Sports
Margitta Helmbold-gummel,F,East Germany,GDR,1968,Mexico City,Athletics,Athletics,Athletics Women's Shot Put,Gold,7,Athletics
Margitta Helmbold-gummel,F,East Germany,GDR,1972,Munich,Athletics,Athletics,Athletics Women's Shot Put,Silver,7,Athletics
Ingeborg Helten,F,West Germany,FRG,1976,Montreal,Athletics,Athletics,Athletics Women's 100 metres,Bronze,7,Athletics
Ingeborg Helten,F,West Germany,FRG,1976,Montreal,Athletics,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,7,Athletics
David Hemery,M,Great Britain,GBR,1968,Mexico City,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Gold,7,Athletics
David Hemery,M,Great Britain,GBR,1972,Munich,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Bronze,7,Athletics
David Hemery,M,Great Britain,GBR,1972,Munich,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,7,Athletics
Matthew Hemingway,M,United States,USA,2004,Athina,Athletics,Athletics,Athletics Men's High Jump,Silver,7,Athletics
Deon Hemmings,F,Jamaica,JAM,1996,Atlanta,Athletics,Athletics,Athletics Women's 400 metres Hurdles,Gold,7,Athletics
Deon Hemmings,F,Jamaica,JAM,2000,Sydney,Athletics,Athletics,Athletics Women's 400 metres Hurdles,Silver,7,Athletics
Jan Hempel,M,Germany,GER,1996,Atlanta,Water Sports,Diving,Diving Men's Platform,Silver,29,Water Sports
Jan Hempel,M,Germany,GER,2000,Sydney,Water Sports,Diving,Diving Men's Synchronized Platform,Bronze,29,Water Sports
Udo Hempel,M,West Germany,FRG,1968,Mexico City,Cycling Sports,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver,20,Cycling Sports
Nicolas Hnard,M,France,FRA,1988,Seoul,Other Traditional Sports,Sailing,Sailing Mixed Multihull,Gold,55,Other Traditional Sports
Nicolas Hnard,M,France,FRA,1992,Barcelona,Other Traditional Sports,Sailing,Sailing Mixed Multihull,Gold,55,Other Traditional Sports
John Hencken,M,United States,USA,1972,Munich,Water Sports,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,61,Water Sports
John Hencken,M,United States,USA,1972,Munich,Water Sports,Swimming,Swimming Men's 200 metres Breaststroke,Gold,61,Water Sports
John Hencken,M,United States,USA,1976,Montreal,Water Sports,Swimming,Swimming Men's 100 metres Breaststroke,Gold,61,Water Sports
John Hencken,M,United States,USA,1976,Montreal,Water Sports,Swimming,Swimming Men's 200 metres Breaststroke,Silver,61,Water Sports
Jeffrey Henderson,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics,Athletics Men's Long Jump,Gold,7,Athletics
Monique Henderson,F,United States,USA,2004,Athina,Athletics,Athletics,Athletics Women's 4 x 400 metres Relay,Gold,7,Athletics
Hendrawan,M,Indonesia,INA,2000,Sydney,Racket Sports,Badminton,Badminton Men's Singles,Silver,8,Racket Sports
Kaj Hendriks,M,Netherlands,NED,2016,Rio de Janeiro,Water Sports,Rowing,Rowing Men's Coxed Eights,Bronze,52,Water Sports
Justine Henin-hardenne,F,Belgium,BEL,2004,Athina,Racket Sports,Tennis,Tennis Women's Singles,Gold,65,Racket Sports
Jana Henke,F,Germany,GER,1992,Barcelona,Water Sports,Swimming,Swimming Women's 800 metres Freestyle,Bronze,61,Water Sports
Ernest Henley,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,7,Athletics
Christian Henn,M,West Germany,FRG,1988,Seoul,Cycling Sports,Cycling,"Cycling Men's Road Race, Individual",Bronze,20,Cycling Sports
Jan (-hawkins),F,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Women's 100 metres Freestyle,Gold,61,Water Sports
Jan (-hawkins),F,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Women's 200 metres Freestyle,Silver,61,Water Sports
Jan (-hawkins),F,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Women's 200 metres Individual Medley,Bronze,61,Water Sports
Edward Hennig,M,United States,USA,1904,St. Louis,Gymnastics,Gymnastics,Gymnastics Men's Club Swinging,Gold,36,Gymnastics
Gerhard Hennige,M,West Germany,FRG,1968,Mexico City,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Silver,7,Athletics
Gerhard Hennige,M,West Germany,FRG,1968,Mexico City,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,7,Athletics
Cameron Henning,M,Canada,CAN,1984,Los Angeles,Water Sports,Swimming,Swimming Men's 200 metres Backstroke,Bronze,61,Water Sports
Thor Henning,M,Sweden,SWE,1912,Stockholm,Water Sports,Swimming,Swimming Men's 400 metres Breaststroke,Silver,61,Water Sports
Thor Henning,M,Sweden,SWE,1920,Antwerpen,Water Sports,Swimming,Swimming Men's 200 metres Breaststroke,Silver,61,Water Sports
Thor Henning,M,Sweden,SWE,1920,Antwerpen,Water Sports,Swimming,Swimming Men's 400 metres Breaststroke,Silver,61,Water Sports
John Henricks,M,Australia,AUS,1956,Melbourne,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Gold,61,Water Sports
Emil Henriques,M,Sans Atout-1,SWE,1912,Stockholm,Other Traditional Sports,Sailing,Sailing Mixed 8 metres,Silver,55,Other Traditional Sports
Constantin Henriquez,M,Union des Socits Franais de Sports Athletiques,HAI,1900,Paris,Team Ball Sports,Rugby,Rugby Men's Rugby,Gold,53,Team Ball Sports
Francis Zubira,M,Racing Club de France,COL,1900,Paris,Other Traditional Sports,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Silver,69,Other Traditional Sports
Frank Henry,M,United States,USA,1948,London,Equestrian,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",Silver,31,Equestrian
Jean-Michel Henry,M,France,FRA,1992,Barcelona,Weapon Sports,Fencing,"Fencing Men's epee, Individual",Bronze,32,Weapon Sports
Jean-Michel Henry,M,France,FRA,1996,Atlanta,Weapon Sports,Fencing,"Fencing Men's epee, Team",Bronze,32,Weapon Sports
James Henry,M,United States,USA,1968,Mexico City,Water Sports,Diving,Diving Men's Springboard,Bronze,29,Water Sports
Jodie Henry,F,Australia,AUS,2004,Athina,Water Sports,Swimming,Swimming Women's 100 metres Freestyle,Gold,61,Water Sports
Jodie Henry,F,Australia,AUS,2004,Athina,Water Sports,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,61,Water Sports
Alfred Hensel,M,Germany,GER,1928,Amsterdam,Artistic Sports,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",Gold,4,Artistic Sports
Josiah Henson,M,United States,USA,1952,Helsinki,Combat Sports,Wrestling,"Wrestling Men's Featherweight, Freestyle",Bronze,73,Combat Sports
Samuel Henson,M,United States,USA,2000,Sydney,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Silver,73,Combat Sports
Garry Herbert,M,Great Britain,GBR,1992,Barcelona,Water Sports,Rowing,Rowing Men's Coxed Pairs,Gold,52,Water Sports
Johannes Herbert,M,Germany,GER,1936,Berlin,Combat Sports,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze,73,Combat Sports
Llewellyn Herbert,M,South Africa,RSA,2000,Sydney,Athletics,Athletics,Athletics Men's 400 metres Hurdles,Bronze,7,Athletics
Jozef Herda,M,Czechoslovakia,TCH,1936,Berlin,Combat Sports,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver,73,Combat Sports
Jan Hemnek,M,Czechoslovakia,TCH,1928,Amsterdam,Combat Sports,Boxing,Boxing Men's Middleweight,Silver,13,Combat Sports
William Hermann,M,United States,USA,1932,Los Angeles,Gymnastics,Gymnastics,Gymnastics Men's Tumbling,Bronze,36,Gymnastics
Joseph Hermans,M,Belgium,BEL,1920,Antwerpen,Weapon Sports,Archery,"Archery Men's Pole Archery, Small Birds, Individual",Bronze,3,Weapon Sports
Jos Ramos,M,Spain,ESP,2004,Athina,Cycling Sports,Cycling,"Cycling Men's Mountainbike, Cross-Country",Silver,20,Cycling Sports
Anaisis Sarria,F,Cuba,CUB,2008,Beijing,Combat Sports,Judo,Judo Women's Middleweight,Silver,41,Combat Sports
Ariel Azcuy,M,Cuba,CUB,1992,Barcelona,Combat Sports,Boxing,Boxing Men's Middleweight,Gold,13,Combat Sports
Ariel Azcuy,M,Cuba,CUB,1996,Atlanta,Combat Sports,Boxing,Boxing Men's Middleweight,Gold,13,Combat Sports
Ismael Uscanga,M,Mexico,MEX,2016,Rio de Janeiro,Other Traditional Sports,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze,46,Other Traditional Sports
Israel Planas,M,Cuba,CUB,1992,Barcelona,Combat Sports,Judo,Judo Men's Half-Lightweight,Bronze,41,Combat Sports
Israel Planas,M,Cuba,CUB,1996,Atlanta,Combat Sports,Judo,Judo Men's Half-Lightweight,Bronze,41,Combat Sports
Jorge Padrn,M,Cuba,CUB,1976,Montreal,Combat Sports,Boxing,Boxing Men's Light-Flyweight,Gold,13,Combat Sports
Lauren Hernandez,F,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics,Gymnastics Women's Balance Beam,Silver,36,Gymnastics
Nico Hernandez,M,United States,USA,2016,Rio de Janeiro,Combat Sports,Boxing,Boxing Men's Light-Flyweight,Bronze,13,Combat Sports
No Valentn,M,Mexico,MEX,2000,Sydney,Athletics,Athletics,Athletics Men's 20 kilometres Walk,Silver,7,Athletics
Roberto Prendes,M,Cuba,CUB,1992,Barcelona,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Silver,7,Athletics
Stefany Mendoza,F,Venezuela,VEN,2016,Rio de Janeiro,Cycling Sports,Cycling,Cycling Women's BMX,Bronze,20,Cycling Sports
Yampier Gonzales,M,Cuba,CUB,2008,Beijing,Combat Sports,Boxing,Boxing Men's Light-Flyweight,Bronze,13,Combat Sports
Juan Prez,M,Cuba,CUB,1980,Moskva,Combat Sports,Boxing,Boxing Men's Bantamweight,Gold,13,Combat Sports
Juan Sierra,M,Cuba,CUB,1992,Barcelona,Combat Sports,Boxing,Boxing Men's Welterweight,Silver,13,Combat Sports
Juan Sierra,M,Cuba,CUB,1996,Atlanta,Combat Sports,Boxing,Boxing Men's Welterweight,Silver,13,Combat Sports
Istvn Hernek,M,Hungary,HUN,1956,Melbourne,Water Sports,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver,17,Water Sports
Jens-Peter Herold,M,East Germany,GDR,1988,Seoul,Athletics,Athletics,"Athletics Men's 1,500 metres",Bronze,7,Athletics
Henri Sr.,M,France,FRA,1900,Paris,Weapon Sports,Archery,"Archery Men's Au Cordon Dore, 50 metres",Gold,3,Weapon Sports
Henri Sr.,M,France,FRA,1900,Paris,Weapon Sports,Archery,Archery Men's Championnat Du Monde,Gold,3,Weapon Sports
Angel Vera,M,Cuba,CUB,1976,Montreal,Combat Sports,Boxing,Boxing Men's Featherweight,Gold,13,Combat Sports
Angel Vera,M,Cuba,CUB,1980,Moskva,Combat Sports,Boxing,Boxing Men's Lightweight,Gold,13,Combat Sports
Eladio Herrera,M,Argentina,ARG,1952,Helsinki,Combat Sports,Boxing,Boxing Men's Light-Middleweight,Bronze,13,Combat Sports
Horace Herring,M,United States,USA,1948,London,Combat Sports,Boxing,Boxing Men's Welterweight,Silver,13,Combat Sports
Maurice Herriott,M,Great Britain,GBR,1964,Tokyo,Athletics,Athletics,"Athletics Men's 3,000 metres Steeplechase",Silver,7,Athletics
Bernhard Herrmann,M,West Germany,FRG,1976,Montreal,Athletics,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze,7,Athletics
Steen Herschend,M,Nurdug II,DEN,1912,Stockholm,Other Traditional Sports,Sailing,Sailing Mixed 6 metres,Silver,55,Other Traditional Sports
Otto Herschmann,M,Austria,AUT,1896,Athina,Water Sports,Swimming,Swimming Men's 100 metres Freestyle,Silver,61,Water Sports
Montgomery Herscovitch,M,Canada,CAN,1920,Antwerpen,Combat Sports,Boxing,Boxing Men's Middleweight,Bronze,13,Combat Sports
Sabine (-schubert),F,East Germany,GDR,1976,Montreal,Water Sports,Rowing,Rowing Women's Coxed Fours,Gold,52,Water Sports
Lutz Helich,M,East Germany,GDR,1980,Moskva,Cycling Sports,Cycling,Cycling Men's Sprint,Gold,20,Cycling Sports
Lutz Helich,M,East Germany,GDR,1988,Seoul,Cycling Sports,Cycling,Cycling Men's Sprint,Gold,20,Cycling Sports
Mihly (hess),M,Hungary,HUN,1964,Tokyo,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,17,Water Sports
Mihly (hess),M,Hungary,HUN,1968,Mexico City,Water Sports,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,17,Water Sports
Gerhard Hetz,M,Germany,GER,1964,Tokyo,Water Sports,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,61,Water Sports
Olaf Heukrodt,M,East Germany,GDR,1980,Moskva,Water Sports,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze,17,Water Sports
Olaf Heukrodt,M,East Germany,GDR,1980,Moskva,Water Sports,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,17,Water Sports
Olaf Heukrodt,M,East Germany,GDR,1988,Seoul,Water Sports,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold,17,Water Sports
Olaf Heukrodt,M,East Germany,GDR,1988,Seoul,Water Sports,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver,17,Water Sports
Olaf Heukrodt,M,Germany,GER,1992,Barcelona,Water Sports,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze,17,Water Sports
Patrick Heuscher,M,Switzerland-2,SUI,2004,Athina,Team Ball Sports,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,12,Team Ball Sports
Jrgen Heuser,M,East Germany,GDR,1980,Moskva,Endurance Sports,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver,72,Endurance Sports
Ilse (-berghmans),F,Belgium,BEL,2004,Athina,Combat Sports,Judo,Judo Women's Half-Lightweight,Bronze,41,Combat Sports
Emilie-Joane Heymans,F,Canada,CAN,2000,Sydney,Water Sports,Diving,Diving Women's Synchronized Platform,Silver,29,Water Sports
Emilie-Joane Heymans,F,Canada,CAN,2008,Beijing,Water Sports,Diving,Diving Women's Platform,Silver,29,Water Sports
Penelope Heyns,F,South Africa,RSA,1996,Atlanta,Water Sports,Swimming,Swimming Women's 100 metres Breaststroke,Gold,61,Water Sports
Penelope Heyns,F,South Africa,RSA,1996,Atlanta,Water Sports,Swimming,Swimming Women's 200 metres Breaststroke,Gold,61,Water Sports
Penelope Heyns,F,South Africa,RSA,2000,Sydney,Water Sports,Swimming,Swimming Women's 100 metres Breaststroke,Bronze,61,Water Sports
Charles Hickcox,M,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Men's 100 metres Backstroke,Silver,61,Water Sports
Charles Hickcox,M,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Men's 200 metres Individual Medley,Gold,61,Water Sports
Charles Hickcox,M,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Men's 400 metres Individual Medley,Gold,61,Water Sports
Charles Hickcox,M,United States,USA,1968,Mexico City,Water Sports,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,61,Water Sports
Thomas Hicks,M,United States,USA,1904,St. Louis,Athletics,Athletics,Athletics Men's Marathon,Gold,7,Athletics
Taufik Hidayat,M,Indonesia,INA,2004,Athina,Racket Sports,Badminton,Badminton Men's Singles,Gold,8,Racket Sports
